date,sessions,users,page_views,source,exhibition_page_views,film_page_views,membership_page_views,avg_session_duration_seconds
2025-06-30,83,60,308,Organic Search,63,61,38,214
2025-06-30,48,41,135,Social,23,24,18,217
2025-06-30,74,63,316,Direct,56,87,44,212
2025-06-30,17,13,68,Email,10,12,5,206
2025-06-30,19,15,50,Paid,8,8,6,148
2025-07-01,89,71,300,Organic Search,42,60,34,188
2025-07-01,60,53,220,Social,35,37,12,200
2025-07-01,59,43,260,Direct,44,47,31,121
2025-07-01,19,16,73,Email,9,15,9,134
2025-07-01,20,14,72,Paid,12,12,7,166
2025-07-02,64,53,203,Organic Search,27,47,28,181
2025-07-02,37,31,130,Social,25,23,6,197
2025-07-02,55,46,219,Direct,27,45,22,139
2025-07-02,19,16,63,Email,8,15,6,131
2025-07-02,17,12,55,Paid,6,13,3,133
2025-07-03,56,48,237,Organic Search,36,36,21,141
2025-07-03,42,35,170,Social,26,38,20,129
2025-07-03,31,24,95,Direct,18,20,11,193
2025-07-03,11,9,42,Email,7,6,5,116
2025-07-03,10,7,26,Paid,3,5,1,136
2025-07-04,64,48,227,Organic Search,41,44,23,143
2025-07-04,48,37,176,Social,22,29,14,179
2025-07-04,50,36,139,Direct,17,28,13,182
2025-07-04,19,14,55,Email,6,10,3,189
2025-07-04,16,14,61,Paid,10,9,7,234
2025-07-05,158,141,461,Organic Search,86,68,39,148
2025-07-05,69,50,273,Social,55,51,33,220
2025-07-05,77,65,271,Direct,48,57,32,186
2025-07-05,44,36,112,Email,16,25,12,264
2025-07-05,24,17,78,Paid,12,17,6,125
2025-07-06,67,59,285,Organic Search,53,62,22,166
2025-07-06,41,31,165,Social,22,28,14,171
2025-07-06,45,32,145,Direct,28,33,15,164
2025-07-06,19,13,68,Email,12,14,7,238
2025-07-06,10,7,39,Paid,4,7,3,169
2025-07-07,69,60,182,Organic Search,34,26,21,165
2025-07-07,46,33,180,Social,31,34,14,229
2025-07-07,41,33,179,Direct,36,27,14,197
2025-07-07,21,17,92,Email,12,14,10,170
2025-07-07,14,10,50,Paid,5,8,3,155
2025-07-08,79,58,230,Organic Search,30,44,21,211
2025-07-08,52,37,200,Social,32,39,14,181
2025-07-08,49,43,194,Direct,28,43,15,167
2025-07-08,24,19,86,Email,11,14,9,249
2025-07-08,17,13,60,Paid,11,11,3,197
2025-07-09,81,58,323,Organic Search,41,69,27,81
2025-07-09,43,38,131,Social,18,31,17,217
2025-07-09,59,49,197,Direct,36,34,24,230
2025-07-09,22,17,80,Email,11,19,4,130
2025-07-09,18,13,77,Paid,9,12,5,229
2025-07-10,66,47,254,Organic Search,52,42,15,141
2025-07-10,48,35,125,Social,14,27,14,119
2025-07-10,56,44,195,Direct,31,35,19,225
2025-07-10,20,17,88,Email,12,12,10,221
2025-07-10,20,15,61,Paid,7,10,5,162
2025-07-11,79,66,282,Organic Search,40,64,25,211
2025-07-11,66,59,267,Social,50,42,19,275
2025-07-11,43,34,145,Direct,23,24,8,169
2025-07-11,22,18,76,Email,9,13,4,213
2025-07-11,21,17,65,Paid,12,13,4,217
2025-07-12,97,83,384,Organic Search,60,81,43,244
2025-07-12,65,53,277,Social,32,65,33,119
2025-07-12,62,45,230,Direct,44,47,15,172
2025-07-12,35,28,155,Email,24,25,13,139
2025-07-12,27,23,99,Paid,14,21,8,152
2025-07-13,76,65,310,Organic Search,37,66,17,221
2025-07-13,54,47,175,Social,30,42,23,197
2025-07-13,66,52,274,Direct,48,48,25,175
2025-07-13,26,20,106,Email,16,23,9,210
2025-07-13,23,19,77,Paid,14,11,6,145
2025-07-14,83,73,279,Organic Search,32,43,34,180
2025-07-14,44,39,191,Social,27,36,15,145
2025-07-14,41,32,118,Direct,20,18,7,152
2025-07-14,18,14,58,Email,11,8,7,192
2025-07-14,19,16,57,Paid,7,11,3,206
2025-07-15,64,55,175,Organic Search,27,27,11,147
2025-07-15,32,27,138,Social,25,33,13,183
2025-07-15,40,30,152,Direct,21,27,8,217
2025-07-15,18,15,55,Email,7,10,5,193
2025-07-15,14,11,53,Paid,9,10,2,218
2025-07-16,87,74,390,Organic Search,63,79,24,187
2025-07-16,72,55,188,Social,28,39,25,274
2025-07-16,78,59,350,Direct,48,75,47,190
2025-07-16,30,22,76,Email,10,16,8,148
2025-07-16,19,16,80,Paid,14,14,8,179
2025-07-17,77,67,261,Organic Search,53,49,31,194
2025-07-17,49,38,123,Social,23,29,12,243
2025-07-17,61,51,217,Direct,34,38,29,111
2025-07-17,21,15,81,Email,10,19,9,176
2025-07-17,21,16,72,Paid,10,15,8,163
2025-07-18,73,61,325,Organic Search,53,57,23,165
2025-07-18,61,50,220,Social,32,34,23,219
2025-07-18,76,66,307,Direct,45,48,20,212
2025-07-18,28,22,92,Email,18,22,7,170
2025-07-18,21,15,71,Paid,14,16,7,211
2025-07-19,116,102,423,Organic Search,81,82,53,187
2025-07-19,79,70,342,Social,69,77,45,226
2025-07-19,91,74,362,Direct,62,76,39,138
2025-07-19,37,27,153,Email,22,34,11,269
2025-07-19,23,17,95,Paid,12,22,9,273
2025-07-20,87,64,305,Organic Search,62,56,37,162
2025-07-20,59,50,257,Social,52,59,34,183
2025-07-20,69,53,233,Direct,34,49,27,105
2025-07-20,29,21,99,Email,16,14,9,253
2025-07-20,17,12,67,Paid,12,10,6,194
2025-07-21,55,42,178,Organic Search,34,29,24,226
2025-07-21,50,38,211,Social,42,49,13,183
2025-07-21,50,44,203,Direct,34,35,27,74
2025-07-21,16,13,71,Email,9,10,7,125
2025-07-21,16,13,45,Paid,9,9,3,240
2025-07-22,98,78,260,Organic Search,43,43,19,124
2025-07-22,51,43,181,Social,27,30,11,297
2025-07-22,56,47,209,Direct,37,48,10,128
2025-07-22,26,22,87,Email,14,13,11,237
2025-07-22,25,22,68,Paid,9,11,5,205
2025-07-23,83,62,276,Organic Search,41,42,22,170
2025-07-23,54,46,218,Social,42,38,24,171
2025-07-23,74,62,283,Direct,48,63,31,122
2025-07-23,20,16,60,Email,9,10,6,178
2025-07-23,16,12,52,Paid,9,9,5,243
2025-07-24,94,80,241,Organic Search,38,46,19,151
2025-07-24,42,30,187,Social,29,39,22,201
2025-07-24,64,49,176,Direct,20,25,11,244
2025-07-24,24,20,79,Email,12,17,10,204
2025-07-24,21,15,66,Paid,7,10,7,179
2025-07-25,66,50,193,Organic Search,24,41,16,197
2025-07-25,43,33,127,Social,15,28,15,233
2025-07-25,58,43,253,Direct,44,48,28,127
2025-07-25,20,15,52,Email,6,8,2,190
2025-07-25,15,11,67,Paid,13,10,7,210
2025-07-26,89,75,232,Organic Search,39,50,28,277
2025-07-26,57,41,185,Social,27,36,22,248
2025-07-26,80,67,251,Direct,50,43,31,246
2025-07-26,24,18,70,Email,10,13,6,171
2025-07-26,24,18,70,Paid,11,15,7,176
2025-07-27,107,86,434,Organic Search,53,82,25,176
2025-07-27,66,56,272,Social,46,63,33,200
2025-07-27,64,56,239,Direct,39,48,14,57
2025-07-27,26,21,85,Email,13,12,9,219
2025-07-27,19,15,73,Paid,11,16,5,120
2025-07-28,76,60,250,Organic Search,35,50,28,121
2025-07-28,60,46,246,Social,50,60,30,192
2025-07-28,64,55,225,Direct,43,46,11,148
2025-07-28,23,17,77,Email,14,12,7,219
2025-07-28,18,13,47,Paid,6,8,3,83
2025-07-29,73,59,242,Organic Search,44,41,17,215
2025-07-29,47,41,121,Social,22,18,12,162
2025-07-29,48,36,196,Direct,35,29,17,233
2025-07-29,24,19,104,Email,18,21,8,119
2025-07-29,18,13,71,Paid,11,10,7,122
2025-07-30,96,81,316,Organic Search,55,56,30,233
2025-07-30,61,46,205,Social,29,39,16,110
2025-07-30,68,59,267,Direct,48,63,31,239
2025-07-30,30,24,104,Email,14,17,10,125
2025-07-30,19,15,61,Paid,12,8,7,239
2025-07-31,88,70,246,Organic Search,45,48,17,192
2025-07-31,43,34,120,Social,24,23,9,206
2025-07-31,67,50,174,Direct,34,25,10,166
2025-07-31,23,19,75,Email,12,16,9,86
2025-07-31,17,15,68,Paid,11,14,8,189
2025-08-01,76,60,285,Organic Search,41,54,39,136
2025-08-01,41,33,162,Social,23,27,12,276
2025-08-01,64,55,235,Direct,41,56,25,206
2025-08-01,21,15,89,Email,19,16,11,149
2025-08-01,18,13,64,Paid,12,10,3,123
2025-08-02,110,88,283,Organic Search,45,64,37,216
2025-08-02,58,45,226,Social,42,50,15,194
2025-08-02,80,67,330,Direct,70,52,44,203
2025-08-02,29,21,92,Email,14,14,10,145
2025-08-02,21,17,92,Paid,11,16,10,85
2025-08-03,172,149,723,Organic Search,101,159,41,196
2025-08-03,98,80,257,Social,45,64,24,145
2025-08-03,95,80,403,Direct,51,74,23,182
2025-08-03,37,30,154,Email,32,39,17,218
2025-08-03,33,23,102,Paid,20,17,7,212
2025-08-04,96,76,411,Organic Search,52,68,34,132
2025-08-04,68,50,173,Social,37,39,22,191
2025-08-04,89,80,275,Direct,57,52,18,194
2025-08-04,28,23,93,Email,15,23,7,98
2025-08-04,24,18,68,Paid,9,13,9,214
2025-08-05,75,61,324,Organic Search,45,82,23,241
2025-08-05,35,29,109,Social,19,18,10,245
2025-08-05,61,52,174,Direct,32,42,14,124
2025-08-05,24,18,62,Email,9,16,7,185
2025-08-05,17,14,44,Paid,8,7,4,93
2025-08-06,75,56,228,Organic Search,30,41,28,230
2025-08-06,46,33,155,Social,21,36,21,150
2025-08-06,48,41,199,Direct,41,32,11,182
2025-08-06,22,16,56,Email,8,13,4,220
2025-08-06,15,10,48,Paid,7,8,4,150
2025-08-07,117,90,400,Organic Search,60,80,25,229
2025-08-07,51,40,167,Social,33,26,16,141
2025-08-07,77,64,324,Direct,57,70,43,189
2025-08-07,27,24,67,Email,14,14,6,216
2025-08-07,24,17,60,Paid,11,15,4,204
2025-08-08,73,56,247,Organic Search,34,44,16,214
2025-08-08,53,47,139,Social,25,22,11,134
2025-08-08,58,48,254,Direct,45,48,31,168
2025-08-08,20,16,71,Email,10,11,7,181
2025-08-08,17,13,75,Paid,9,14,4,175
2025-08-09,148,119,665,Organic Search,147,107,42,230
2025-08-09,81,67,244,Social,51,55,16,157
2025-08-09,106,93,336,Direct,62,66,42,90
2025-08-09,35,28,101,Email,16,15,9,208
2025-08-09,33,25,121,Paid,23,25,11,163
2025-08-10,106,94,326,Organic Search,63,59,29,238
2025-08-10,80,63,311,Social,63,72,36,132
2025-08-10,70,58,238,Direct,32,55,14,267
2025-08-10,31,27,81,Email,16,18,6,228
2025-08-10,23,18,100,Paid,14,24,7,162
2025-08-11,85,73,287,Organic Search,49,69,35,195
2025-08-11,41,35,179,Social,30,34,20,149
2025-08-11,53,41,234,Direct,46,58,31,182
2025-08-11,24,20,91,Email,17,18,8,180
2025-08-11,15,12,41,Paid,6,9,4,200
2025-08-12,91,77,400,Organic Search,82,69,29,176
2025-08-12,46,36,176,Social,29,34,11,160
2025-08-12,60,51,227,Direct,42,57,25,131
2025-08-12,20,16,64,Email,12,15,8,171
2025-08-12,19,14,66,Paid,10,10,5,186
2025-08-13,91,76,260,Organic Search,48,41,29,141
2025-08-13,58,49,239,Social,47,52,32,221
2025-08-13,71,58,205,Direct,37,37,10,316
2025-08-13,26,21,84,Email,16,16,9,226
2025-08-13,18,14,63,Paid,11,16,7,212
2025-08-14,93,78,325,Organic Search,49,69,16,237
2025-08-14,75,55,253,Social,33,62,16,221
2025-08-14,85,68,287,Direct,61,65,38,122
2025-08-14,25,18,72,Email,9,14,4,188
2025-08-14,21,16,93,Paid,20,17,5,260
2025-08-15,79,70,267,Organic Search,47,56,28,198
2025-08-15,48,35,154,Social,28,26,9,143
2025-08-15,62,48,189,Direct,27,43,14,184
2025-08-15,25,18,80,Email,16,19,4,207
2025-08-15,14,12,38,Paid,7,8,4,212
2025-08-16,122,96,532,Organic Search,88,119,32,207
2025-08-16,89,75,255,Social,47,40,23,140
2025-08-16,84,67,340,Direct,62,77,41,133
2025-08-16,44,34,174,Email,28,32,20,166
2025-08-16,35,29,90,Paid,18,17,9,185
2025-08-17,75,58,234,Organic Search,37,45,18,207
2025-08-17,42,34,116,Social,19,30,15,180
2025-08-17,57,47,170,Direct,37,39,21,184
2025-08-17,18,15,57,Email,8,14,7,88
2025-08-17,17,13,51,Paid,8,9,3,191
2025-08-18,95,69,274,Organic Search,38,70,29,204
2025-08-18,47,37,131,Social,23,33,15,161
2025-08-18,65,48,210,Direct,35,46,17,187
2025-08-18,19,16,51,Email,9,13,3,154
2025-08-18,23,19,65,Paid,12,15,8,30
2025-08-19,47,35,187,Organic Search,38,34,9,194
2025-08-19,29,21,99,Social,14,15,13,222
2025-08-19,43,38,110,Direct,17,22,13,223
2025-08-19,10,7,30,Email,4,5,3,147
2025-08-19,11,8,39,Paid,5,8,2,110
2025-08-20,99,84,355,Organic Search,58,65,45,88
2025-08-20,59,51,198,Social,29,50,24,201
2025-08-20,56,41,213,Direct,42,49,18,174
2025-08-20,28,22,98,Email,20,20,5,156
2025-08-20,23,18,61,Paid,9,15,4,135
2025-08-21,77,59,341,Organic Search,75,53,35,174
2025-08-21,52,44,200,Social,40,42,21,147
2025-08-21,53,45,167,Direct,22,40,12,136
2025-08-21,23,16,97,Email,14,16,10,214
2025-08-21,17,15,48,Paid,6,12,4,147
2025-08-22,79,57,312,Organic Search,53,49,28,88
2025-08-22,45,35,186,Social,28,44,21,146
2025-08-22,47,41,166,Direct,25,29,22,219
2025-08-22,20,15,50,Email,7,9,6,147
2025-08-22,17,12,57,Paid,10,13,7,204
2025-08-23,134,109,335,Organic Search,66,60,18,161
2025-08-23,99,85,413,Social,63,106,47,252
2025-08-23,122,89,367,Direct,70,88,46,236
2025-08-23,40,35,130,Email,29,26,10,76
2025-08-23,36,32,156,Paid,28,25,17,185
2025-08-24,113,94,289,Organic Search,41,70,33,155
2025-08-24,76,61,275,Social,51,49,16,114
2025-08-24,85,73,262,Direct,33,50,29,210
2025-08-24,30,22,90,Email,15,15,6,243
2025-08-24,26,19,82,Paid,11,16,8,330
2025-08-25,77,63,283,Organic Search,39,47,20,193
2025-08-25,54,44,170,Social,21,27,21,190
2025-08-25,45,39,170,Direct,36,39,19,67
2025-08-25,19,16,52,Email,7,10,3,207
2025-08-25,18,13,75,Paid,14,13,8,141
2025-08-26,68,56,172,Organic Search,23,44,13,157
2025-08-26,57,43,158,Social,35,38,21,147
2025-08-26,66,59,261,Direct,43,67,35,102
2025-08-26,21,17,78,Email,11,14,6,270
2025-08-26,12,9,40,Paid,6,9,4,183
2025-08-27,97,82,381,Organic Search,51,87,51,229
2025-08-27,66,57,288,Social,37,51,38,153
2025-08-27,74,56,298,Direct,50,54,38,171
2025-08-27,28,22,74,Email,13,15,6,153
2025-08-27,28,20,107,Paid,20,23,14,165
2025-08-28,79,59,310,Organic Search,45,63,23,179
2025-08-28,49,38,139,Social,30,28,18,172
2025-08-28,42,37,170,Direct,32,42,14,237
2025-08-28,17,15,71,Email,9,18,8,141
2025-08-28,15,13,61,Paid,11,11,5,156
2025-08-29,58,41,232,Organic Search,30,40,14,223
2025-08-29,52,43,198,Social,37,44,23,153
2025-08-29,58,48,206,Direct,32,32,20,202
2025-08-29,22,19,91,Email,19,20,10,212
2025-08-29,15,12,54,Paid,8,9,5,151
2025-08-30,105,89,399,Organic Search,68,78,33,226
2025-08-30,70,60,189,Social,28,38,17,189
2025-08-30,81,67,323,Direct,64,85,22,138
2025-08-30,32,28,99,Email,14,17,9,195
2025-08-30,35,26,116,Paid,23,22,10,131
2025-08-31,109,92,372,Organic Search,48,81,38,192
2025-08-31,87,67,277,Social,49,64,17,270
2025-08-31,78,67,306,Direct,64,57,16,173
2025-08-31,25,21,102,Email,20,16,5,261
2025-08-31,25,22,74,Paid,11,17,4,104
2025-09-01,97,86,304,Organic Search,78,100,19,142
2025-09-01,64,46,239,Social,52,62,26,241
2025-09-01,97,87,410,Direct,113,122,25,207
2025-09-01,31,27,122,Email,20,26,14,129
2025-09-01,24,17,89,Paid,24,19,5,200
2025-09-02,131,100,446,Organic Search,112,132,52,205
2025-09-02,80,65,288,Social,63,80,20,202
2025-09-02,93,67,376,Direct,96,83,35,125
2025-09-02,29,24,84,Email,18,20,11,230
2025-09-02,28,24,92,Paid,15,19,8,234
2025-09-03,119,89,330,Organic Search,86,112,41,241
2025-09-03,95,69,304,Social,61,87,17,178
2025-09-03,107,94,380,Direct,102,122,36,167
2025-09-03,39,28,133,Email,25,38,7,229
2025-09-03,27,19,113,Paid,25,27,5,179
2025-09-04,96,72,337,Organic Search,93,75,47,253
2025-09-04,60,53,236,Social,53,55,29,187
2025-09-04,76,63,223,Direct,52,58,24,151
2025-09-04,24,19,72,Email,13,22,6,162
2025-09-04,21,15,80,Paid,16,26,4,164
2025-09-05,100,78,423,Organic Search,90,113,23,260
2025-09-05,92,75,251,Social,42,61,25,90
2025-09-05,94,82,402,Direct,113,129,52,128
2025-09-05,37,28,95,Email,16,20,13,138
2025-09-05,27,21,113,Paid,31,35,5,171
2025-09-06,149,127,508,Organic Search,94,158,46,186
2025-09-06,108,79,392,Social,73,132,27,217
2025-09-06,110,93,328,Direct,68,108,32,171
2025-09-06,51,44,139,Email,38,40,11,220
2025-09-06,31,23,84,Paid,15,28,6,207
2025-09-07,170,128,540,Organic Search,131,147,57,188
2025-09-07,125,97,524,Social,145,120,39,203
2025-09-07,85,66,353,Direct,73,113,22,87
2025-09-07,37,32,156,Email,37,34,17,207
2025-09-07,40,29,138,Paid,26,36,17,251
2025-09-08,105,89,311,Organic Search,60,92,26,212
2025-09-08,66,50,209,Social,38,50,10,208
2025-09-08,70,50,229,Direct,65,51,17,196
2025-09-08,29,22,97,Email,21,28,9,253
2025-09-08,26,19,93,Paid,15,18,8,274
2025-09-09,112,90,327,Organic Search,63,97,16,158
2025-09-09,70,52,206,Social,53,45,23,228
2025-09-09,88,77,393,Direct,72,94,23,176
2025-09-09,38,28,157,Email,34,41,10,227
2025-09-09,29,22,112,Paid,28,31,12,162
2025-09-10,95,75,411,Organic Search,71,126,31,203
2025-09-10,60,48,178,Social,31,53,21,116
2025-09-10,63,45,213,Direct,53,72,14,123
2025-09-10,24,19,86,Email,17,21,5,177
2025-09-10,21,16,60,Paid,11,17,6,220
2025-09-11,101,88,332,Organic Search,91,76,45,163
2025-09-11,49,36,125,Social,23,35,10,185
2025-09-11,53,42,203,Direct,46,44,22,143
2025-09-11,30,25,94,Email,25,31,8,190
2025-09-11,25,19,75,Paid,16,22,5,181
2025-09-12,140,104,372,Organic Search,80,83,18,198
2025-09-12,67,49,245,Social,40,51,25,261
2025-09-12,80,67,279,Direct,74,92,29,197
2025-09-12,46,34,150,Email,30,32,11,92
2025-09-12,28,23,123,Paid,33,39,15,72
2025-09-13,159,140,594,Organic Search,129,134,59,159
2025-09-13,91,70,400,Social,95,113,44,168
2025-09-13,123,91,395,Direct,75,90,23,147
2025-09-13,44,36,156,Email,30,41,11,190
2025-09-13,35,27,127,Paid,28,29,16,193
2025-09-14,102,86,285,Organic Search,54,66,33,178
2025-09-14,58,45,197,Social,39,42,22,165
2025-09-14,77,59,221,Direct,57,68,11,214
2025-09-14,36,28,134,Email,22,43,18,236
2025-09-14,27,23,117,Paid,27,33,7,124
2025-09-15,92,77,320,Organic Search,75,73,33,217
2025-09-15,47,36,117,Social,30,38,11,248
2025-09-15,72,63,225,Direct,61,47,13,251
2025-09-15,25,18,94,Email,15,18,5,132
2025-09-15,21,18,56,Paid,14,15,3,180
2025-09-16,127,106,492,Organic Search,141,112,63,160
2025-09-16,71,54,282,Social,66,85,31,167
2025-09-16,73,57,185,Direct,49,42,21,155
2025-09-16,28,24,107,Email,25,24,7,133
2025-09-16,31,26,112,Paid,30,27,8,185
2025-09-17,109,87,374,Organic Search,68,74,20,141
2025-09-17,67,55,201,Social,44,64,25,149
2025-09-17,85,68,323,Direct,77,88,28,177
2025-09-17,40,32,105,Email,21,27,7,148
2025-09-17,28,25,89,Paid,22,19,9,90
2025-09-18,132,97,481,Organic Search,87,157,57,127
2025-09-18,69,51,173,Social,35,36,15,202
2025-09-18,68,56,185,Direct,51,46,13,118
2025-09-18,27,24,92,Email,18,19,5,150
2025-09-18,20,14,70,Paid,14,14,5,92
2025-09-19,98,77,341,Organic Search,97,92,22,136
2025-09-19,56,43,228,Social,51,52,31,150
2025-09-19,82,60,342,Direct,73,85,46,196
2025-09-19,31,27,80,Email,22,17,5,150
2025-09-19,29,21,110,Paid,17,31,7,157
2025-09-20,170,126,500,Organic Search,83,118,38,174
2025-09-20,71,55,199,Social,50,41,15,205
2025-09-20,111,93,486,Direct,93,159,26,115
2025-09-20,44,32,117,Email,26,29,6,180
2025-09-20,36,26,115,Paid,18,33,15,122
2025-09-21,150,113,394,Organic Search,82,105,49,138
2025-09-21,111,86,343,Social,96,73,42,223
2025-09-21,117,93,423,Direct,117,119,54,213
2025-09-21,43,32,126,Email,32,29,12,162
2025-09-21,42,36,182,Paid,33,57,21,77
2025-09-22,67,54,220,Organic Search,56,69,27,158
2025-09-22,50,38,142,Social,36,37,8,164
2025-09-22,51,45,201,Direct,43,42,25,223
2025-09-22,22,18,95,Email,26,30,8,134
2025-09-22,16,13,49,Paid,12,13,6,106
2025-09-23,120,95,304,Organic Search,87,66,28,209
2025-09-23,76,62,317,Social,67,81,28,169
2025-09-23,94,78,359,Direct,77,90,45,197
2025-09-23,33,25,114,Email,24,34,9,122
2025-09-23,27,24,82,Paid,18,21,9,195
2025-09-24,128,114,326,Organic Search,79,75,22,144
2025-09-24,70,62,190,Social,54,41,12,191
2025-09-24,90,69,395,Direct,111,109,21,156
2025-09-24,44,36,178,Email,37,44,23,200
2025-09-24,31,24,93,Paid,20,26,11,158
2025-09-25,108,95,429,Organic Search,86,134,22,158
2025-09-25,73,53,315,Social,74,65,29,156
2025-09-25,86,72,290,Direct,69,66,39,214
2025-09-25,32,25,109,Email,23,36,12,185
2025-09-25,24,20,73,Paid,13,15,10,228
2025-09-26,72,54,300,Organic Search,67,95,27,169
2025-09-26,60,53,238,Social,55,63,32,151
2025-09-26,80,64,306,Direct,81,91,41,116
2025-09-26,28,23,91,Email,26,26,5,180
2025-09-26,21,16,69,Paid,14,19,8,225
2025-09-27,184,162,477,Organic Search,119,138,30,199
2025-09-27,123,95,511,Social,131,122,62,194
2025-09-27,158,120,526,Direct,103,171,71,166
2025-09-27,54,39,137,Email,35,42,14,168
2025-09-27,48,42,211,Paid,55,55,29,145
2025-09-28,122,104,361,Organic Search,63,110,18,251
2025-09-28,90,73,329,Social,63,83,37,108
2025-09-28,97,81,401,Direct,105,119,53,190
2025-09-28,32,27,122,Email,28,36,13,248
2025-09-28,30,23,107,Paid,21,30,7,216
2025-09-29,111,93,446,Organic Search,109,102,51,193
2025-09-29,76,68,213,Social,60,42,13,137
2025-09-29,90,68,382,Direct,62,106,50,245
2025-09-29,39,32,99,Email,16,29,10,146
2025-09-29,25,19,106,Paid,21,25,9,220
2025-09-30,99,73,268,Organic Search,71,62,23,238
2025-09-30,66,49,291,Social,69,70,17,122
2025-09-30,84,72,360,Direct,64,116,45,234
2025-09-30,29,22,121,Email,29,41,8,217
2025-09-30,19,13,70,Paid,12,23,9,183
2025-10-01,173,143,634,Organic Search,246,196,55,243
2025-10-01,89,74,294,Social,83,123,28,175
2025-10-01,127,103,511,Direct,185,198,59,252
2025-10-01,37,32,103,Email,35,45,6,180
2025-10-01,36,26,120,Paid,38,57,11,206
2025-10-02,175,152,501,Organic Search,140,205,31,215
2025-10-02,119,102,309,Social,90,108,31,235
2025-10-02,124,91,441,Direct,121,178,33,152
2025-10-02,56,41,157,Email,63,46,11,204
2025-10-02,41,31,110,Paid,35,33,9,194
2025-10-03,176,156,686,Organic Search,251,335,63,184
2025-10-03,102,74,366,Social,97,115,47,162
2025-10-03,125,102,514,Direct,182,197,49,184
2025-10-03,56,42,198,Email,76,74,23,165
2025-10-03,36,26,90,Paid,24,38,11,190
2025-10-04,241,201,629,Organic Search,223,194,63,96
2025-10-04,141,107,598,Social,240,270,66,180
2025-10-04,153,126,509,Direct,164,214,28,166
2025-10-04,58,50,233,Email,78,104,21,191
2025-10-04,43,38,191,Paid,47,82,14,169
2025-10-05,281,248,959,Organic Search,280,383,111,186
2025-10-05,205,162,819,Social,265,267,77,217
2025-10-05,202,176,872,Direct,248,289,91,179
2025-10-05,77,58,202,Email,79,94,26,274
2025-10-05,57,41,182,Paid,51,73,19,141
2025-10-06,125,90,495,Organic Search,156,174,68,197
2025-10-06,99,87,390,Social,101,129,20,166
2025-10-06,94,83,282,Direct,116,81,30,225
2025-10-06,42,35,159,Email,47,76,9,63
2025-10-06,25,21,107,Paid,42,33,13,211
2025-10-07,205,158,707,Organic Search,188,237,85,198
2025-10-07,128,101,458,Social,112,154,54,219
2025-10-07,124,109,491,Direct,144,194,37,198
2025-10-07,57,49,193,Email,67,93,20,177
2025-10-07,42,30,174,Paid,58,85,15,192
2025-10-08,130,94,503,Organic Search,128,184,52,211
2025-10-08,87,75,293,Social,70,87,20,120
2025-10-08,110,81,281,Direct,101,117,34,163
2025-10-08,41,30,155,Email,44,46,9,174
2025-10-08,31,24,116,Paid,36,33,12,237
2025-10-09,138,102,508,Organic Search,165,188,38,147
2025-10-09,89,67,312,Social,92,94,16,96
2025-10-09,86,65,347,Direct,99,107,23,258
2025-10-09,30,26,101,Email,40,39,11,167
2025-10-09,29,21,96,Paid,35,46,12,198
2025-10-10,140,106,389,Organic Search,145,190,28,165
2025-10-10,75,62,289,Social,112,89,23,155
2025-10-10,97,82,279,Direct,65,93,38,209
2025-10-10,35,25,109,Email,42,35,8,169
2025-10-10,33,24,138,Paid,43,62,10,152
2025-10-11,176,137,599,Organic Search,166,234,45,211
2025-10-11,114,102,387,Social,96,133,51,248
2025-10-11,141,122,499,Direct,173,159,56,151
2025-10-11,56,45,182,Email,73,87,17,213
2025-10-11,38,30,152,Paid,52,60,8,210
2025-10-12,184,162,748,Organic Search,289,229,45,228
2025-10-12,105,80,390,Social,92,158,34,172
2025-10-12,134,114,337,Direct,127,130,31,217
2025-10-12,48,40,126,Email,47,61,14,207
2025-10-12,51,36,199,Paid,63,81,26,194
2025-10-13,132,110,381,Organic Search,137,147,32,186
2025-10-13,88,77,284,Social,79,100,25,180
2025-10-13,92,73,244,Direct,92,80,13,280
2025-10-13,25,20,103,Email,38,39,9,162
2025-10-13,25,19,110,Paid,40,33,7,248
2025-10-14,157,134,436,Organic Search,174,205,45,183
2025-10-14,81,63,230,Social,68,97,31,157
2025-10-14,111,98,440,Direct,104,175,28,207
2025-10-14,37,27,98,Email,26,42,4,267
2025-10-14,32,28,133,Paid,48,64,15,218
2025-10-15,248,210,686,Organic Search,238,231,40,232
2025-10-15,138,102,386,Social,110,126,41,189
2025-10-15,154,136,394,Direct,156,113,20,178
2025-10-15,67,48,299,Email,116,129,18,142
2025-10-15,58,45,243,Paid,60,89,19,210
2025-10-16,172,133,763,Organic Search,252,355,47,179
2025-10-16,85,70,274,Social,72,123,20,114
2025-10-16,107,95,315,Direct,117,107,27,242
2025-10-16,41,34,138,Email,57,61,9,160
2025-10-16,47,41,131,Paid,46,42,17,169
2025-10-17,91,79,382,Organic Search,119,120,32,150
2025-10-17,59,46,222,Social,52,98,22,191
2025-10-17,85,69,363,Direct,97,174,37,193
2025-10-17,25,19,69,Email,22,24,5,165
2025-10-17,21,18,93,Paid,36,26,7,226
2025-10-18,219,181,763,Organic Search,290,337,88,187
2025-10-18,138,117,368,Social,112,111,24,162
2025-10-18,185,133,663,Direct,262,190,71,204
2025-10-18,65,55,195,Email,71,55,23,264
2025-10-18,60,44,241,Paid,92,88,16,232
2025-10-19,209,182,786,Organic Search,208,361,40,212
2025-10-19,132,98,580,Social,164,196,71,216
2025-10-19,162,139,432,Direct,110,169,30,125
